,src,time,label,ext_roll
572,90064,830431,1,2
573,90064,830431,1,2
574,90064,830431,1,2
575,90064,830431,1,2
576,90064,830431,1,2
577,90064,830432,1,2
578,90064,830432,1,2
579,90064,830432,1,2
580,90064,830432,1,2
581,90064,830432,1,2
582,90064,830432,1,2
583,90064,830432,1,2
584,90064,830432,1,2
585,88819,830432,1,2
586,75675,830432,1,2
587,90064,830432,1,2
588,90064,830433,1,2
589,90064,830433,1,2
590,90064,830433,1,2
591,4,830433,1,2
592,246,830433,1,2
593,90064,830433,1,2
594,90064,830433,1,2
595,90064,830433,1,2
596,91,830433,1,2
597,90064,830433,1,2
598,90064,830434,1,2
599,90064,830434,1,2
600,4,830434,1,2
601,87853,830434,1,2
602,90064,830434,1,2
603,91,830434,1,2
604,90064,830434,1,2
605,90064,830434,1,2
606,2089,830434,1,2
607,76,830434,1,2
608,90064,830434,1,2
609,90064,830435,1,2
610,91,830435,1,2
611,90064,830435,1,2
612,2017,830435,1,2
613,90064,830435,1,2
614,90064,830435,1,2
615,90064,830435,1,2
616,90064,830435,1,2
617,90064,830435,1,2
618,90064,830435,1,2
619,90064,830435,1,2
620,90064,830435,1,2
621,90064,830435,1,2
622,2126,830436,1,2
623,90064,830436,1,2
624,90064,830436,1,2
625,4,830436,1,2
626,90064,830436,1,2
627,90064,830436,1,2
628,91,830436,1,2
629,90064,830436,1,2
630,89634,830436,0,2
631,2017,830436,1,2
632,90064,830437,1,2
633,7,830437,1,2
634,143,830437,1,2
635,90064,830437,1,2
636,91,830437,1,2
637,90064,830437,1,2
638,90064,830437,1,2
639,72703,830437,0,2
640,88819,830437,1,2
641,91,830437,1,2
642,143,830437,1,2
643,90064,830437,1,2
644,90064,830438,1,2
645,90064,830438,1,2
646,90064,830438,1,2
647,90064,830438,1,2
648,4641,830438,1,2
649,88819,830438,1,2
650,91,830438,1,2
651,90064,830438,1,2
652,90064,830438,1,2
653,90064,830439,1,2
654,90064,830439,1,2
655,90064,830439,1,2
656,90064,830439,1,2
657,90064,830439,1,2
658,6244,830439,0,2
659,90064,830439,1,2
660,91,830439,1,2
661,90064,830439,1,2
662,90064,830439,1,2
663,90064,830439,1,2
664,2126,830439,1,2
665,90064,830439,1,2
666,29148,830439,0,2
667,90064,830439,1,2
668,90064,830440,1,2
669,90064,830440,1,2
670,2089,830440,1,2
671,90064,830440,1,2
672,90064,830440,1,2
673,90064,830440,1,2
674,4,830440,1,2
675,91,830440,1,2
676,91,830440,1,2
677,90064,830440,1,2
678,1022,830440,1,2
679,90064,830441,1,2
680,90064,830441,1,2
681,91,830441,1,2
682,90064,830441,1,2
683,90064,830441,1,2
684,90064,830441,1,2
685,1964,830441,1,2
686,88819,830441,1,2
687,88819,830441,1,2
688,67280,830441,1,2
689,90064,830441,1,2
690,90064,830441,1,2
691,90064,830442,1,2
692,90064,830442,1,2
693,90064,830442,1,2
694,90064,830442,1,2
695,3145,830442,0,2
696,90064,830442,1,2
697,90064,830442,1,2
698,90064,830442,1,2
699,3145,830442,0,2
700,90064,830443,1,2
701,90064,830443,1,2
702,90064,830443,1,2
703,90064,830443,1,2
704,90064,830443,1,2
705,90064,830443,1,2
706,87783,830443,1,2
707,88819,830443,1,2
708,88819,830443,1,2
709,90064,830443,1,2
710,50430,830444,0,2
711,75164,830444,1,2
712,90064,830444,1,2
713,90064,830444,1,2
714,90064,830444,1,2
715,90064,830445,1,2
716,90064,830445,1,2
717,90064,830445,1,2
718,90064,830445,1,2
719,90064,830445,1,2
720,90064,830445,1,2
721,1964,830445,1,2
722,90064,830445,1,2
723,88819,830445,1,2
724,370,830445,1,2
725,90064,830445,1,2
726,90064,830445,1,2
727,90064,830446,1,2
728,90064,830446,1,2
729,90064,830446,1,2
730,4,830446,1,2
731,90064,830446,1,2
732,90064,830446,1,2
733,90064,830446,1,2
734,90064,830446,1,2
735,90064,830446,1,2
736,8259,830446,0,2
737,88819,830446,1,2
738,75164,830446,1,2
739,2089,830447,1,2
740,90064,830447,1,2
741,1964,830447,1,2
742,75895,830447,0,2
743,2089,830447,1,2
744,88819,830447,1,2
745,90064,830448,1,2
746,90064,830448,1,2
747,90064,830448,1,2
748,91,830448,1,2
749,90064,830448,1,2
750,90064,830448,1,2
751,1964,830448,1,2
752,246,830448,1,2
753,88819,830448,1,2
754,90064,830448,1,2
755,90064,830449,1,2
756,90064,830449,1,2
757,90064,830449,1,2
758,4,830449,1,2
759,90064,830449,1,2
760,90064,830449,1,2
761,90064,830449,1,2
762,91,830449,1,2
763,90064,830449,1,2
764,90064,830449,1,2
765,89263,830449,1,2
766,90064,830449,1,2
767,2089,830449,1,2
768,75164,830449,1,2
769,75164,830449,1,2
770,4,830449,1,2
771,90064,830449,1,2
772,90064,830450,1,2
773,90064,830450,1,2
774,90064,830450,1,2
775,90064,830450,1,2
776,90064,830450,1,2
777,90064,830450,1,2
778,4,830450,1,2
779,67280,830450,1,2
780,90064,830450,1,2
781,90064,830450,1,2
782,90064,830451,1,2
783,90064,830451,1,2
784,90064,830451,1,2
785,90064,830451,1,2
786,90064,830451,1,2
787,90064,830451,1,2
788,90064,830451,1,2
789,90064,830452,1,2
790,90064,830452,1,2
791,90064,830452,1,2
792,90064,830452,1,2
793,90064,830452,1,2
794,90064,830452,1,2
795,90064,830452,1,2
796,90064,830452,1,2
797,90064,830452,1,2
798,90064,830452,1,2
799,90064,830452,1,2
800,91,830452,1,2
801,90064,830452,1,2
802,685,830452,0,2
803,2126,830452,1,2
804,91,830452,1,2
805,90064,830453,1,2
806,90064,830453,1,2
807,80519,830453,1,2
808,90064,830453,1,2
809,90064,830453,1,2
810,75895,830453,0,2
811,370,830453,1,2
812,90064,830453,1,2
813,90064,830453,1,2
814,90064,830453,1,2
815,90064,830454,1,2
816,90064,830454,1,2
817,90064,830454,1,2
818,90064,830454,1,2
819,90064,830454,1,2
820,4,830454,1,2
821,90064,830454,1,2
822,2126,830454,1,2
823,90064,830455,1,2
824,2089,830455,1,2
825,4,830455,1,2
826,90064,830455,1,2
827,90064,830455,1,2
828,90064,830455,1,2
829,90064,830455,1,2
830,75164,830455,1,2
831,88819,830455,1,2
832,50430,830455,0,2
833,90064,830455,1,2
834,90064,830456,1,2
835,90064,830456,1,2
836,90064,830456,1,2
837,4,830456,1,2
838,90064,830456,1,2
839,90064,830456,1,2
840,90064,830456,1,2
841,1964,830456,1,2
842,90064,830456,1,2
843,90064,830456,1,2
844,91,830457,1,2
845,90064,830457,1,2
846,933,830457,1,2
847,90064,830457,1,2
848,90064,830457,1,2
849,90064,830457,1,2
850,48,830457,1,2
851,90064,830458,1,2
852,4641,830458,1,2
853,90064,830458,1,2
854,90064,830458,1,2
855,90064,830458,1,2
856,77371,830458,1,2
857,72703,830458,0,2
858,87300,830458,0,2
859,2126,830458,1,2
860,89634,830458,0,2
861,6894,830459,0,2
862,90064,830459,1,2
863,89819,830459,0,2
864,90064,830459,1,2
865,90064,830459,1,2
866,90064,830459,1,2
867,90064,830459,1,2
868,1964,830459,1,2
869,91,830459,1,2
870,90064,830459,1,2
871,90064,830459,1,2
872,90064,830459,1,2
873,87300,830459,0,2
874,90064,830459,1,2
875,90064,830460,1,2
876,90064,830460,1,2
877,90064,830460,1,2
878,90064,830460,1,2
879,91,830460,1,2
880,90064,830460,1,2
881,90064,830460,1,2
882,91,830461,1,2
883,90064,830461,1,2
884,90064,830461,1,2
885,90064,830461,1,2
886,90064,830461,1,2
887,75164,830461,1,2
888,90064,830461,1,2
889,90064,830461,1,2
890,49670,830461,0,2
891,90064,830462,1,2
892,90064,830462,1,2
893,90064,830462,1,2
894,89263,830462,1,2
895,90064,830462,1,2
896,91,830462,1,2
897,90064,830462,1,2
898,91,830462,1,2
899,90064,830462,1,2
900,88819,830462,1,2
901,69368,830462,0,2
902,88819,830462,1,2
903,90064,830463,1,2
904,91,830463,1,2
905,90064,830463,1,2
906,90064,830463,1,2
907,90064,830463,1,2
908,3302,830463,1,2
909,91,830463,1,2
910,90064,830463,1,2
911,90064,830464,1,2
912,90064,830464,1,2
913,90064,830464,1,2
914,246,830464,1,2
915,90064,830464,1,2
916,90064,830464,1,2
917,1022,830464,1,2
918,87864,830464,0,2
919,75164,830464,1,2
920,91,830464,1,2
921,4,830464,1,2
922,88190,830464,1,2
923,90064,830464,1,2
924,90064,830464,1,2
925,90064,830465,1,2
926,90064,830465,1,2
927,90064,830465,1,2
928,2089,830465,1,2
929,90064,830465,1,2
930,90064,830465,1,2
931,90064,830465,1,2
932,90064,830465,1,2
933,90064,830465,1,2
934,90064,830465,1,2
935,3145,830466,0,2
936,90064,830466,1,2
937,67280,830466,1,2
938,90064,830466,1,2
939,90064,830466,1,2
940,4,830466,1,2
941,90064,830466,1,2
942,90064,830466,1,2
943,90064,830466,1,2
944,90064,830466,1,2
945,90064,830466,1,2
946,90064,830466,1,2
947,90064,830466,1,2
948,91,830466,1,2
949,91,830466,1,2
950,80519,830466,1,2
951,90064,830466,1,2
952,90064,830466,1,2
953,90064,830467,1,2
954,90064,830467,1,2
955,90064,830467,1,2
956,19544,830467,1,2
957,90064,830467,1,2
958,90064,830467,1,2
959,90064,830467,1,2
960,90064,830467,1,2
961,75164,830467,1,2
962,49457,830467,1,2
963,82,830467,1,2
964,88819,830467,1,2
965,90064,830467,1,2
966,90064,830467,1,2
967,90064,830467,1,2
968,90064,830468,1,2
969,90064,830468,1,2
970,82,830468,1,2
971,1964,830468,1,2
972,90064,830468,1,2
973,90064,830468,1,2
974,75164,830469,1,2
975,90064,830469,1,2
976,90064,830469,1,2
977,90064,830469,1,2
978,4,830469,1,2
979,90064,830469,1,2
980,90064,830470,1,2
981,90064,830470,1,2
982,90064,830470,1,2
983,90064,830470,1,2
984,4,830470,1,2
985,91,830470,1,2
986,90064,830470,1,2
987,90064,830470,1,2
988,1964,830470,1,2
989,88819,830470,1,2
990,10438,830470,0,2
991,90064,830470,1,2
992,91,830471,1,2
993,90064,830471,1,2
994,90064,830471,1,2
995,91,830471,1,2
996,75675,830471,1,2
997,88819,830471,1,2
998,90064,830471,1,2
999,80542,830471,0,2
1000,88819,830471,1,2
1001,90064,830472,1,2
1002,89634,830472,0,2
1003,90064,830472,1,2
1004,90064,830472,1,2
1005,90064,830472,1,2
1006,90064,830472,1,2
1007,90064,830473,1,2
1008,90064,830473,1,2
1009,90064,830473,1,2
1010,90064,830473,1,2
1011,90064,830473,1,2
1012,90064,830473,1,2
1013,90064,830473,1,2
1014,90064,830473,1,2
1015,35936,830473,0,2
1016,4,830473,1,2
1017,4,830473,1,2
1018,91,830473,1,2
1019,90064,830473,1,2
1020,90064,830474,1,2
1021,90064,830474,1,2
1022,90064,830474,1,2
1023,90064,830474,1,2
1024,90064,830474,1,2
1025,90064,830474,1,2
1026,91,830474,1,2
1027,88819,830474,1,2
1028,67280,830474,1,2
1029,84,830474,1,2
1030,2089,830475,1,2
1031,3302,830475,1,2
1032,90064,830475,1,2
1033,90064,830475,1,2
1034,90064,830475,1,2
1035,90064,830475,1,2
1036,90064,830476,1,2
1037,90064,830476,1,2
1038,90064,830476,1,2
1039,90064,830476,1,2
1040,90064,830476,1,2
1041,90064,830476,1,2
1042,90064,830476,1,2
1043,2089,830476,1,2
1044,90064,830476,1,2
1045,40,830476,1,2
1046,90064,830476,1,2
1047,90064,830477,1,2
1048,90064,830477,1,2
1049,90064,830477,1,2
1050,90064,830477,1,2
1051,90064,830477,1,2
1052,90064,830477,1,2
1053,88819,830477,1,2
1054,90064,830477,1,2
1055,90064,830477,1,2
1056,90064,830477,1,2
1057,1964,830477,1,2
1058,402,830477,1,2
1059,91,830477,1,2
1060,90064,830478,1,2
1061,90064,830478,1,2
1062,90064,830478,1,2
1063,90064,830478,1,2
1064,90064,830478,1,2
1065,89282,830478,1,2
1066,88819,830478,1,2
1067,90064,830478,1,2
1068,35936,830478,0,2
1069,2126,830478,1,2
1070,48,830479,1,2
1071,4,830479,1,2
1072,4,830479,1,2
1073,90064,830479,1,2
1074,90064,830479,1,2
1075,90064,830479,1,2
1076,90064,830479,1,2
1077,90064,830479,1,2
1078,90064,830479,1,2
1079,90064,830479,1,2
1080,90064,830479,1,2
1081,2126,830479,1,2
1082,91,830479,1,2
1083,91,830479,1,2
1084,91,830479,1,2
1085,88819,830479,1,2
1086,90064,830479,1,2
1087,90064,830480,1,2
1088,2089,830480,1,2
1089,88819,830480,1,2
1090,90064,830480,1,2
1091,85815,830481,0,2
1092,90064,830481,1,2
1093,90064,830481,1,2
1094,90064,830481,1,2
1095,90064,830481,1,2
1096,90064,830481,1,2
1097,88819,830481,1,2
1098,90064,830481,1,2
1099,90064,830481,1,2
1100,1964,830481,1,2
1101,90064,830481,1,2
1102,2126,830481,1,2
1103,90064,830481,1,2
1104,90064,830482,1,2
1105,90064,830482,1,2
1106,90064,830482,1,2
1107,90064,830482,1,2
1108,90064,830482,1,2
1109,90064,830482,1,2
1110,67280,830482,1,2
1111,21455,830482,1,2
1112,90064,830482,1,2
1113,90064,830482,1,2
1114,91,830482,1,2
1115,2089,830482,1,2
1116,90064,830483,1,2
1117,90064,830483,1,2
1118,90064,830483,1,2
1119,90064,830483,1,2
1120,90064,830483,1,2
1121,90064,830483,1,2
1122,88819,830483,1,2
1123,88819,830483,1,2
1124,90064,830483,1,2
1125,90064,830483,1,2
1126,2017,830483,1,2
1127,1610,830483,1,2
1128,91,830484,1,2
1129,90064,830484,1,2
1130,90064,830484,1,2
1131,90064,830484,1,2
1132,90064,830484,1,2
1133,90064,830484,1,2
1134,2126,830484,1,2
1135,90064,830484,1,2
1136,90064,830484,1,2
1137,2017,830484,1,2
1138,91,830484,1,2
1139,90064,830484,1,2
1140,90064,830484,1,2
1141,90064,830485,1,2
1142,90064,830485,1,2
1143,90064,830485,1,2
1144,90064,830485,1,2
1145,90064,830485,1,2
1146,90064,830485,1,2
1147,89634,830485,0,2
1148,90064,830485,1,2
1149,90064,830485,1,2
1150,90064,830485,1,2
1151,90064,830485,1,2
1152,90064,830486,1,2
1153,90064,830486,1,2
1154,2126,830486,1,2
1155,90064,830486,1,2
1156,67280,830486,1,2
1157,90064,830486,1,2
1158,4,830486,1,2
1159,90064,830486,1,2
1160,90064,830487,1,2
1161,87300,830487,0,2
1162,90064,830487,1,2
1163,6244,830487,0,2
